sentence1	sentence2	label
怎么查消费记录	为什么我微信消费高，微众银行理财，我比身边朋友消费多，我朋友都有微粒贷我为什么没有……	0
为什么有入口点进去没有额度	为什么分期那么多次，额度没有一点提升	0
我这笔款还有两次还清，提前还清能继续借吗	我提前还清钱	0
开户人脸失败	打开不了	0
微粒货什么时候微信可以有，支持什么银行	微粒贷影响银行按揭审批吗	0
我根本就没有接到任何电话！	一次电话没有接到，之后没有再打了	1
我朋友也想申请微粒贷，可是都没有	微信更新版本了也没有微粒贷啊	1
可以提取现金吗	我借贷的钱用途有规定吗？	0
我提前还清钱	提前还当月贷款	0
图标看不到微粒贷	qq上有微粒贷资格	0
身份信息输入错误怎么办	当天身份验证有问题，第二天还提示身份验证错误次数太多	0
为什么我没有微粒贷为什么我没有微贷粒	为什么我没怎样才有	1
没有认何提示	我微信上提示可以借款8000，但是我点进去就提示没有通过审核	0
银行要我出示我已还清向你们借款的证明	还款后是否有结清证明	1
已经属于邀请客户，为什么点击后显示综合评估不通过，是依据什么来评估的	怎么提高综合评估	0
借钱时发送的验证码老是到以前的手机号上，怎么换到现在使用的手机号上	最后一步需要手机验证码	0
一般多久更新额度的	一周年不放名额	0
如何更换电话号码	我想换下手机号码接收信息	1
19日的国华月月盈老客户不能买啊？	一月十三日国华月月盈为何没有显示收益？	0
你好！不好意思，请取消借款吧。	你好，暂时先取消借款吧，谢谢	1
我再等开通贷款	能不能给我个开通了	1
资金被盗了怎么办	如若资金被盗怎么办？	1
如果今天换卡审核没通过，那我就没法按时还款，会产生滞纳金么？这个是要我来承担么？	你好！逾期罚息金额是按总借款计算还是按本期应还金额计算？	0
可以提取现金么？	我借到款项可以提现出来吗	1
不管几号申请，还款日期都是1号么	几号还款呢？	1
为什么降低额度了？	为何降低额度	1
今天是我的还款日，申请延期10天左右还款	可以推迟几天还款吗	1
没借款，怎样关闭微粒贷	请帮助我关闭微粒贷	1
0.05借2000元，利息是多少钱	2万一天的利息是多少我今天贷了明天可以还吗	0
一万一个月多少利息	借4000的话是怎样算利息	1
我提款预留手机号是我之前的手机号码	之前有换了手机就没有了	0
利息是吗	我现在把钱还清，以后还会有利息吗	0
为什么我的身份证输入，显示多次输入错误	显示身份证号码输入次数太多	1
给我取消申请吧	我现在想取消可以吗？怎么麻烦	1
你们是不是还款日当天凌晨准时自动扣除	你好，请问可以更改还款日期吗？往后推迟几天	0
撤销贷款申请	我想退出怎么弄	0
怎么更改电话	怎么样更改电话号码	1
还贷的卡丢失了改怎么办	我要更改之前还款的英行卡号怎么改	1
您好，我已把钱存到关联的银行卡里头了，怎么没扣啊！	什么时候扣我款	0
为什么我输入支付密码的时候短信验证不发来	借款是需要输入手机验证码和支付密码的请问支付密码是我发红包时的密码吗	0
微粒贷的罚金	罚息是怎么样计算的？	1
13000分成12期还，每个月要还多少？利息是多	10期还款明细	1
手动换款，取消自动扣款	请问如何取消自动还款	0
未满足审批问题是什么情况	我未满足审核的标准什么意识	1
你们发的提醒通知我想更改手机号	如何更改手机	1
光大银行	那你说说，如何办银行卡	0
我借12000元日利息多少	一万日息多少	1
想问一下，因为我误爸身份证号码看成银行卡号，输入错误之后，显示不能借款，是一直都不能借了吗	我把身份证那一栏看错了，以为是填写身份证全部，其实是写后四位，所以写错了，上面显示身份显示错误，无法借款，怎么办	1
每个月怎么提前还款	比如借1万期限10个月后借两个月提前还款怎么还	1
取消微粒贷服务	关闭如何关闭	1
我的钱包银行卡最下端没有微粒贷借款	微粒贷要绑定那家银行	0
找不着	怎样借钱	0
身份证号多次输入错误	为什么说我身份证输入多次啊	1
不是说有种免息的优惠卷吗	优惠券	0
不能看额度	为什么会显示不能查看额度	1
为了一袋的优惠卷。免息的。	优惠卡	0
微粒贷我的咋没有啊？	为何微信没显示有微粒贷呢？要多久才能邀请我	0
晚上你们也会电话审核吗	为什么我贷款总是审核不通过	0
微粒贷利息是怎么样收的	怎么收利息的	1
微力袋资格	怎么贷不了我有微粒贷	0
怎么计算利息	如果借五千那一天多少利息	1
身份证号码输错了，怎么解决	我咋借不出来。上次输错身份证后四位。能帮我解开吗	1
到期没还上怎么办？	如果已逾期要罚息多少:利息多少	0
取消微贷服务	QQ里面微粒贷开通了怎么关闭	1
我想问问怎样才能微粒贷呢	要了解微粒贷	0
结清记录	我把之前的一笔还清了还能贷吗	0
0.05%就是5分的利	0.05利息是多少钱	1
刚才未接到电话。	怎么这么久还没接到电话确认？	1
支持得银行	支持广州农商银行吗	1
为什么储蓄卡有钱，但是却显示还款失败	为什么我还款卡状态正常，余额足够，还是还款失败，要手动微信还款	1
以前手机号码停用怎么更改新号码	审核人员联系我如果我换了号码请问怎么弄呢？之前的号码没有用了！	1
微粒贷开通不了？为什么为什么不能微粒贷？	你好，请问现在怎么打不开微众银行app了，显示网络异常	0
50000元一天的利息是多少？	1000元每日利息是多少	1
你帮我算下我贷了20000，20个月，要多少利息	请问借钱按天计算利息，分期还款怎么计算利息呢。比如我借1万，可以怎么还	0
怎么注销账号	我想把这个关掉。	1
你好，我想借10000元3天时间怎么算利息	什么时候还清利息就终止到什么时候吗？	1
最高有多少额度	最高申请额度多高	1
借款以后，什么时候才开始算利息？	利息什么时候给的？	1
为什么我不符合审批条件	审批不过	1
我已经换手机号码啦怎么操作呢	你好，我借款的验证码发到我以前用的那个手机号码了，我该怎么设置呢	1
无法借钱	还完款如何获得还款凭证	0
为什么我卡里有钱提前还款总是失败	为什么卡里有充足钱，确还款失败	1
你好，请问可以更改还款日期吗？往后推迟几天	提前还完款，什么时候可以在借	0
4444菜单	能贷款不？	0
不能自己还吗	从我农行卡扣不就行了	0
没法进去	需求名额	0
为什么一直不扣款？应该18号就扣款的！	9号凌晨怎么没有从银行卡扣款还款？	1
民生银行卡无法绑定	银行卡无法绑定	1
原始的一张卡坏了，今天又办理了一张	可以换卡还吗	1
没有满足银行审批要求	未满足审批怎么办	0
借点钱	我可以贷吗	1
这个贷款可以提前还款吗？	提前还款有什么要求	0
10000块钱分十个月是不是一个月还1千块	如何借款	0
再次电话要等多久	什么时候可以再次致电？	1
你好啊，我的怎么到现在还没有微粒贷呢，是怎么回事？	QQ上有微粒贷额度，为什么微信上没有呢	0
为什么无法借贷	不可以贷吗？	1
提前还款成功后是否会回复借款额度	提前还款有什么好处	0
1:看不到微粒代图标	6怎么回事，额度有，为何不能用	0
电话确认一般什么时间段？	你们的客服电话什么时候打过来？等了两个小时了。	1
10000，分5期还，总共的利息是多少钱？	100元一个月出多少利息	0
他手机怎么没微粒贷	刚刚手机没钱了现在可以打了	0
身份信息错误多无法借款	为什么借款出现输入资料错误次数过多呢	1
你们的人工客服电话是多少	可以再次打电话来了	0
为什么用微信账号登录不上？	4#系统无法登录，无法解决。	1
为什么会显示请求信息非法	你好。为什么有的人手机上没有微粒贷。可以开通吗？	0
为什么显示未满足要求呢	你未满足微信银行审批要求	1
这个还款期是多少时间	你好，每月还款日是什么时候	1
借款后多长时间给打电话	提交借款后多久有电话来	1
为什么借款两次均显示未通过。是否还可以进行	为什么我一直显示综合评估未通过啊	1
如何更改手机	我的手机号码已经更改了好久，可是验证码依旧发到了我以前的手机号码上？	0
为什么最近QQ号和微信号都登录不了了	app登不了	1
又没有名额	何时给我名额	0
你好，今天还款日，我银行卡里面有足够金额，但为什么还款不成功？那我需要怎么做？	为什么提前还款后不能再借	0
一般多久再次来电	刚给我打个电话过来没有接通，要多久再次致电	1
什么时候才会邀请我，我不是你们的受邀客户，	我一个转出一万多能不能邀请我一下	0
再次还款失败	老是还款失败是什么意思？	1
分期后提前还款还要利息么？	假如我借钱了想提前还清所有分期的钱这样可以吗是不是不算利息了	1
还清证明	我问问我的结清证明，给我发原件了吗	0
取消不成功借款	我刚才有笔贷款，我要取消	1
QQ微粒贷如何提前还款	5号借款今天怎么提前还清	1
早上8时提示还款成功，现在9时提示还款逾期，尽快还款，几个意思？	刚发信息提醒我还款成功，现在又逾期什么意思	1
何时出账单	1看业务账单	1
还款记录可以看到吗	查询还款记录	1
比如我借1000元，5天后全部还清，需要支付多少	用过一次还清了，不再用会受安全方面影响吗	0
民生银行卡无法绑定	为什么我的邮储银行卡绑定不了	1
我收款的银行卡没用了，可以换过卡吗	点我换卡无法加载	0
开通不了微粒贷	为什么我没有借款功能	0
3条的问题	2这个问题	1
为什么我充不上	一定要充值才能付款？	0
资金未到	非工作日可以放款吗	0
我怎么申请不到微粒贷	没有微粒贷可以申请嘛	0
